frame,time_s,found,x_in,y_in,heading_deg
755,12.5959,1,0.305,11.924,-93.27
756,12.6126,1,0.262,11.633,-94.06
757,12.6293,1,0.240,11.270,-93.38
758,12.6460,1,0.194,10.891,-94.19
759,12.6627,1,0.156,10.439,-93.50
760,12.6793,1,0.132,9.976,-94.19
761,12.6960,1,0.098,9.499,-94.06
762,12.7127,0,,,
763,12.7294,1,0.006,8.520,-94.19
764,12.7461,1,-0.054,8.042,-95.56
765,12.7628,1,-0.113,7.564,-95.01
766,12.7794,1,-0.136,7.089,-94.88
767,12.7961,1,-0.187,6.650,-94.88
768,12.8128,1,-0.234,6.285,-94.88
769,12.8295,1,-0.242,6.024,-94.74
770,12.8462,1,-0.262,5.861,-95.42
771,12.8628,1,-0.281,5.809,-94.74
772,12.8795,1,-0.262,5.861,-95.42
773,12.8962,1,-0.262,5.972,-95.56
774,12.9129,1,-0.245,6.160,-95.56
775,12.9296,1,-0.223,6.410,-95.42
776,12.9463,1,-0.195,6.723,-94.88
777,12.9630,1,-0.162,7.099,-95.01
778,12.9796,1,-0.122,7.525,-95.01
779,12.9963,1,-0.055,8.054,-95.71
780,13.0130,0,,,
781,13.0297,0,,,
782,13.0464,0,,,
783,13.0631,0,,,
784,13.0797,0,,,
785,13.0964,0,,,
786,13.1131,0,,,
787,13.1298,0,,,
788,13.1465,0,,,
789,13.1631,0,,,
790,13.1798,0,,,
791,13.1965,0,,,
792,13.2132,0,,,
793,13.2299,0,,,
794,13.2466,0,,,
795,13.2633,0,,,
796,13.2799,0,,,
797,13.2966,0,,,
798,13.3133,0,,,
799,13.3300,0,,,
800,13.3467,0,,,
801,13.3634,0,,,
802,13.3800,0,,,
803,13.3967,0,,,
804,13.4134,0,,,
805,13.4301,0,,,
806,13.4468,0,,,
807,13.4634,0,,,
808,13.4801,0,,,
809,13.4968,0,,,
810,13.5135,0,,,
811,13.5302,0,,,
812,13.5469,1,1.949,31.341,-96.08
813,13.5636,1,1.978,31.775,-96.08
814,13.5802,1,1.988,32.144,-96.90
815,13.5969,1,1.997,32.412,-97.73
816,13.6136,1,1.984,32.651,-97.73
817,13.6303,1,1.962,32.852,-98.23
